rep,index,x1,x2,x3,e,Y,y_hat,e_hat
0.0,0.0,30.212266716183045,78.87663005908382,97.38622734662006,1437698.0794587408,1437914.5545828626,821772.4602971182,616142.0942857445
0.0,1.0,84.13746335730686,47.256411620875696,77.03464288235286,-8933824.505806683,-8933606.077288821,-990900.8218988628,-7942705.255389959
0.0,2.0,32.95845972145666,57.75436497088586,25.0841075306382,2144978.430322754,2145104.227254977,-206115.13534703042,2351219.3626020076
0.0,3.0,57.54265874538784,65.16484470527067,90.87908479031913,17450396.358393557,17450619.9449818,-45102.35926792701,17495722.304249726
0.0,4.0,41.10746881518911,63.923981849540745,79.10097900630207,3565359.9540773313,3565554.0865070024,262686.81185127527,3302867.274655727
0.0,5.0,72.39802612978772,57.82266960641507,81.3593664059492,-7640219.276748936,-7639997.696686793,-592300.051994392,-7047697.644692401
0.0,6.0,36.154663168261195,88.23932784700463,55.00530483608696,-4301061.481371878,-4300872.082076026,129595.0689167091,-4430467.150992735
0.0,7.0,78.7200076237932,55.823172865276796,93.56887729744345,53709700.83444372,53709938.94650151,-616515.059244792,54326454.0057463
0.0,8.0,73.42622246040506,58.51775524121882,41.978675615789165,22860259.11817881,22860443.04083213,-1121423.0481481638,23981866.08898029
0.0,9.0,57.1132464020757,29.120090092758424,81.40040159539001,-2367555.541759076,-2367377.908020986,-205956.5624772184,-2161421.3455437673
0.0,10.0,45.058385877692224,74.1760879796887,36.21913057237289,-944104.7072476359,-943939.2536432062,-378897.36097365606,-565041.8926695501
0.0,11.0,40.56704852545792,74.30625128814071,40.3515458547562,-6150053.565076697,-6149888.340231028,-200515.4769253609,-5949372.863305667
0.0,12.0,85.55363074115705,90.0438341699781,62.92823623954747,-39771492.18436774,-39771243.65866659,-1148152.1725373063,-38623091.486129284
0.0,13.0,97.0376453483368,35.812499090667345,64.05523853473905,-88085230.01091519,-88085023.10553221,-1533415.5862150488,-86551607.51931717
0.0,14.0,78.63174251868699,86.0210134505713,99.58510562382541,-39161726.39809576,-39161452.16023416,-493733.4435327148,-38667718.71670145
0.0,15.0,73.59653551085043,77.99642806711941,42.710240048263984,60703569.252667144,60703773.55587077,-1088671.9202552412,61792445.476126015
0.0,16.0,53.15114062884487,98.59740102859044,86.51031683516607,781518.0316970004,781766.290555493,70466.38901203411,711299.9015434589
0.0,17.0,23.85622162842134,56.67136251346125,52.60716883228543,-6599.629259271168,-6456.494506297,397235.53140714375,-403692.02591344074
0.0,18.0,72.07621941276194,36.16144975009849,26.723315496442215,3197792.426685556,3197937.387670215,-1310266.62031215,4508204.007982366
0.0,19.0,37.66844744837513,47.687198044607555,90.4182822646426,108706.01190510012,108891.78583285774,479426.0911533114,-370534.3053204537
1.0,0.0,30.133671816742922,88.1106819476829,25.717135123045118,224988.00308011912,225141.96456900658,-75125.79456472315,300267.75913372973
1.0,1.0,32.748974199302204,49.94540578975099,46.68784216176186,-986294.9648625439,-986155.582640393,63487.856875027064,-1049643.4395154202
1.0,2.0,36.06443662253974,65.6347937260829,38.751292695370225,-3555541.785403858,-3555391.334880814,-107546.60078555119,-3447844.734095263
1.0,3.0,30.634060332984347,84.13078659970434,36.506289969353276,-405595.0914727875,-405433.82033588545,42484.75726084015,-447918.5775967256
1.0,4.0,81.05628543888912,23.580086238896598,81.22832962271198,-15825039.370078746,-15824843.505377445,-885632.5114026726,-14939210.993974773
1.0,5.0,88.98224824482712,68.36760097621851,43.064733016342515,-133455477.62003505,-133455267.20545281,-1528294.090536825,-131926973.114916
1.0,6.0,96.95049869829654,75.66844767430237,63.724668503648886,25272968.84648051,25273215.190095387,-1477488.2858724566,26750703.475967843
1.0,7.0,71.49193302935447,48.56788109719283,29.014965807825625,45042139.97601852,45042299.05079845,-1246792.3693691758,46289091.42016763
1.0,8.0,53.741565804843376,39.59884686110564,75.12773468916474,2536326.0155714583,2536504.4837188134,-176373.07612447639,2712877.5598432897
1.0,9.0,90.66858957852959,28.553406537170687,72.84198170968801,-29858028.943201818,-29857826.87922399,-1253971.5626712982,-28603855.31655269
1.0,10.0,68.81382986003743,20.345562122182514,29.13360874598957,-30826986.895536732,-30826858.602536004,-1211257.4680382,-29615601.134497803
1.0,11.0,88.73050588445744,71.53760795759948,25.538972521886976,-68288006.40492396,-68287810.5978376,-1739797.373420892,-66548013.2244167
1.0,12.0,60.23043482303094,40.47194016996403,94.3914564812219,8515806.61848325,8516011.712314723,-111284.18286581832,8627295.895180542
1.0,13.0,95.36423998456347,92.15490253165417,78.53929133624133,80102682.41629559,80102958.47472943,-1220653.7415197939,81323612.21624923
1.0,14.0,53.89413004503898,81.60319692221492,33.24536567233589,-2371548.3986374736,-2371369.655944834,-653059.9131860514,-1718309.7427587826
1.0,15.0,35.264378672670055,95.4633234609382,45.2538858391287,880927.627279107,881113.6088670797,40794.82944643329,840318.7794206464
1.0,16.0,78.3919118139994,77.88034257838574,74.76304358995073,30280303.895736765,30280544.931034748,-814837.9787364537,31095382.9097712
1.0,17.0,41.5759299360709,65.79440241850519,70.47966796125624,-2642311.7367665414,-2642123.8867662256,142532.8060079174,-2784656.692774143
1.0,18.0,70.93584888742117,94.58372892191048,83.91066442879875,-8629719.737042012,-8629460.306799773,-465715.48625977803,-8163744.820539995
1.0,19.0,72.33206036982372,81.6564765848731,50.38704245502811,1637834.3295845357,1638048.7051639454,-950279.4671132648,2588328.1722772103
2.0,0.0,89.23418783517441,70.16715840530993,93.2484554690438,57241457.68211896,57241720.33192067,-893813.0127604782,58135533.344681144
2.0,1.0,84.93732453170045,40.98358573384374,90.26711439624538,83179973.61987475,83180199.8078994,-853875.8236012233,84034075.63150062
2.0,2.0,41.867750040226774,32.503874545976046,43.536850853331714,-888292.5964683831,-888164.6879929436,-256847.08711943857,-631317.600873505
2.0,3.0,61.13202874877378,25.647205278923273,73.26601507293066,-4698293.572992395,-4698123.527743294,-426916.29994291003,-4271207.227800384
2.0,4.0,68.10963511455508,56.35214457276403,57.80144103060836,27585898.738918252,27586091.00213897,-774453.0105300681,28360544.012669038
2.0,5.0,93.41067890665545,37.59394948750349,53.209427854080545,20223516.347577307,20223710.561633557,-1567508.725144391,21791219.286777947
2.0,6.0,94.40287549828193,35.61154091534319,56.32573357198175,-2168766.587592689,-2168570.247442703,-1558445.563450584,-610124.6839921193
2.0,7.0,89.24701529323757,37.86139414240233,54.64221446830625,4214466.728705545,4214658.479329449,-1432460.7546310837,5647119.233960533
2.0,8.0,88.53481351918256,79.68257636509058,90.02305929330568,3864245.6059956434,3864513.846444821,-901547.0891239592,4766060.93556878
2.0,9.0,83.62953043286377,42.98553575754213,76.11328548307813,-16783437.67684224,-16783224.948490564,-994611.9515034663,-15788612.996987097
2.0,10.0,40.38020201078684,63.086302040782584,79.8169570240079,724825.705830399,725018.9892914746,290924.5825481556,434094.40674331895
2.0,11.0,86.44055951917092,52.05359039807844,76.17804211071939,-27860185.554030113,-27859960.881838083,-1059258.1423942596,-26800702.739443824
2.0,12.0,85.0018711896197,75.29714890379458,35.78922233738099,131202582.8389448,131202788.92718722,-1499597.0105937861,132702385.937781
2.0,13.0,22.41768275651979,25.708011378412536,43.213193971723875,36033.83471658111,36135.17360468776,273032.050501609,-236896.87689692123
2.0,14.0,60.9119020846775,38.59703337690013,76.23722903964313,30616516.34226601,30616702.08843051,-364185.5997600177,30980887.688190527
2.0,15.0,32.30377825386765,96.01895703567129,47.6427384265162,317406.9697098735,317592.9351835895,154793.75220610888,162799.18297748064
2.0,16.0,48.959502487677675,76.63957736954531,37.98926095767612,-2589404.3387234826,-2589230.750382668,-461872.4267189863,-2127358.3236636817
2.0,17.0,91.48641432946482,26.60238166743996,99.44360550024767,-16885568.094010204,-16885340.561608706,-940981.1649302123,-15944359.396678492
2.0,18.0,57.56835558986693,84.61236439177851,42.81229407891898,-13691070.768834092,-13690875.775820032,-629635.0618614563,-13061240.713958576
2.0,19.0,30.549201086292854,77.14082114404815,30.96020897442265,-147132.60358873714,-146983.9533575324,-35872.480478372076,-111111.47287916031
3.0,0.0,61.64676468816679,28.651741440150253,42.8303015679916,12674688.326729637,12674831.455537332,-824455.0968480916,13499286.552385423
3.0,1.0,96.44780042550397,44.238958516127234,31.457570145844052,-8859883.0257785,-8859700.881449413,-1919745.389496216,-6939955.491953196
3.0,2.0,39.97872733275878,38.161051401403235,30.550744355712283,-1293474.766085424,-1293356.0755623342,-361172.9753935595,-932183.1001687746
3.0,3.0,74.29954515979489,38.991430150607265,43.26615488489698,3890238.2164659463,3890404.7735961415,-1157718.2787581345,5048123.052354276
3.0,4.0,23.31353263653937,57.20330820980834,41.99980706611025,51985.10338717834,52117.6200350908,278130.6691072568,-226013.049072166
3.0,5.0,23.050021282356894,63.72629021368003,26.456500138262786,-38269.728467954155,-38146.49565631986,97050.39871290489,-135196.89436922476
3.0,6.0,45.56155260839529,94.34463270626543,25.38718586696964,-833490.4496106257,-833315.1562394442,-501676.59087243245,-331638.5653670117
3.0,7.0,41.45542850955899,20.06686618952046,32.60790753255584,438860.7996139202,438964.92981615185,-402466.48157216195,841431.4113883139
3.0,8.0,90.95265559660164,51.28515412811579,68.34208138244587,-37686412.874393284,-37686192.29450218,-1286296.6288246722,-36399895.6656775
3.0,9.0,98.62467362164786,98.07090534156988,48.58972777799608,-112341618.36771294,-112341363.08240621,-1684559.8641277577,-110656803.21827845
3.0,10.0,48.6345728396432,83.58187024775728,75.93196299640319,-7275988.655894533,-7275770.507488449,40335.38930067746,-7316105.896789126
3.0,11.0,94.03891427828628,83.33184638313865,57.921170664040446,-103725461.37098937,-103725216.07905804,-1458871.9257714937,-102266344.15328655
3.0,12.0,83.42411478342791,42.63391172979834,23.045426281948124,67870545.91129336,67870705.01474616,-1665017.4494041135,69535722.46415028
3.0,13.0,81.10299621720488,80.75287043548869,90.52675034308432,-84942456.00137322,-84942193.61875622,-685785.7552156895,-84256407.86354053
3.0,14.0,76.12924811858488,69.10980657723331,25.970972615041656,-5633384.869006812,-5633203.658979501,-1385471.6109364345,-4247732.048043067
3.0,15.0,77.81951144081705,59.223638720112326,83.94477014772615,-19929992.009191558,-19929761.021271247,-708944.1957683514,-19220816.825502895
3.0,16.0,93.96951577410758,31.796929194151502,46.30972616162346,-95848315.63704146,-95848133.56087033,-1679370.9461792898,-94168762.61469105
3.0,17.0,90.12876718222647,93.27417062644624,96.17297733998751,-81510956.74941431,-81510667.17349917,-848140.2593736721,-80662526.9141255
3.0,18.0,72.3085813051393,44.05467834069477,42.617490750621265,35872373.18251923,35872542.163269624,-1102977.9697677542,36975520.13303738
3.0,19.0,28.00973552081458,78.76646008348865,30.447740095710838,350496.2876582056,350643.5115939056,30961.71162734891,319681.7999665567
4.0,0.0,87.67011255574025,71.14298205499546,99.57376619600606,154591510.83662495,154591779.22348577,-768136.1459932781,155359915.36947906
4.0,1.0,87.13567761814278,37.504887503033686,93.2176745618374,16881172.342190802,16881400.200430486,-882814.0660919917,17764214.26652248
4.0,2.0,80.29484415236678,89.36097149637416,43.62492953737732,39024034.67481863,39024257.95556381,-1247863.6576367998,40272121.61320061
4.0,3.0,73.7352048182606,83.205108477919,28.278914543682188,-23031240.59499687,-23031045.37576903,-1268742.8374947417,-21762302.53827429
4.0,4.0,82.31262598670997,79.87996925512454,46.53451184442552,-50506729.19037633,-50506510.46326924,-1280964.2233430375,-49225546.239926204
4.0,5.0,79.47165754691925,56.627909009661565,71.16175498871341,20663071.30056573,20663288.561887275,-921645.7837228999,21584934.345610175
4.0,6.0,64.0159484567574,72.49999036527603,41.11414207444059,13524233.59271071,13524421.222791607,-849069.7639256018,14373490.98671721
4.0,7.0,87.9746430125218,20.31070274945555,77.10128446617661,84316355.1652658,84316550.55189602,-1136351.9297553904,85452902.48165141
4.0,8.0,52.87553773156603,40.54590731649139,66.98260270404097,-4664097.053530723,-4663926.649482971,-254487.99664382433,-4409438.652839147
4.0,9.0,69.33926623473997,65.74812067068142,84.08862146215168,-15053096.504489228,-15052867.32848086,-460553.38447856286,-14592313.944002297
4.0,10.0,77.43887810094643,91.5865768649974,33.95889840056515,-4897939.629358675,-4897726.645005309,-1287851.022570325,-3609875.622434984
4.0,11.0,43.67523634383994,95.72387577480254,33.74811097947722,-1170625.8243999057,-1170442.6771768075,-340488.9239765622,-829953.7532002453
4.0,12.0,28.958305824976975,58.20859771297699,29.481320092294865,-73637.9077484938,-73511.25952486355,-37626.64784882014,-35884.61167604341
4.0,13.0,73.1570969409214,69.14532696610635,62.46787045917297,-27922699.110428743,-27922484.34013438,-837651.8816356258,-27084832.458498754
4.0,14.0,99.51577018036686,89.42730087799998,75.31415062159775,249822579.31738016,249822853.57460183,-1381743.5912894355,251204597.16589126
4.0,15.0,51.51285626026105,88.6940496026405,85.0905844365138,2583245.6490343735,2583480.9465246727,83861.47857781377,2499619.467946859
4.0,16.0,79.1878822085508,48.54678014551907,41.21345193515877,-9820027.442774255,-9819848.494659966,-1306700.768734709,-8513147.725925257
4.0,17.0,53.94261564093448,49.35267196504985,96.28601356151856,2984648.51716956,2984858.0984707274,101505.2487234301,2883352.8497472974
4.0,18.0,66.75561783944545,53.55927225614499,75.60091769188281,4863997.6090226425,4864203.52483043,-514020.6815509292,5378224.206381359
4.0,19.0,79.55319637603725,34.769723991904,63.265233643810774,39429394.66972514,39429582.25787915,-1056105.2228697394,40485687.48074889
5.0,0.0,55.23464523878563,32.78364611891394,53.20947355910316,6837880.048535231,6838031.276300147,-507042.0718449051,7345073.348145052
5.0,1.0,62.36228793977082,81.73560332393542,34.56589858915473,4489725.386535272,4489914.0503251245,-872831.612428817,5362745.6627539415
